ID,COD,Nome
14184,000000000243818,"Prosecco Brut Dosaggio Zero 11.5° Cl.75 D.O.C.G. Col Vetoraz"
14185,000000000250773,"Prosecco Brut Foss Marai Cl.150 D.O.C.G. Strada Di Guia"
14186,000000000243809,"Prosecco Brut Foss Marai Cl.75 D.O.C.G. Strada Di Guia"
14187,000000000247243,"Prosecco Cinzano Doc Cl.75"
14188,000000000235091,"Prosecco Cinzano Dry Gran Collezione  Cl. 75"
14189,000000000235094,"Prosecco Cinzano Gran Cuvee Rose' Cl. 75"
14190,000000000244200,"Prosecco Cuvee' Di Boj Valdo 11,5° Cl.75"
14191,000000000242336,"Prosecco D.O.C. Frattina 11°"
14192,000000000251444,"Prosecco Doc Brut Cl.20 De Faveri"
14193,000000000250941,"Prosecco Doc Rose' 11°  Cl.75 Astoria"
14194,000000000250827,"Prosecco Extra Dry 11,5° Docg Cl.150 Con Astuccio Col Vetoraz"
14195,000000000241597,"Prosecco Miol 11° Cl.75 Bortolomiol"
14196,000000000238901,"Prosecco Nikko Niccolai Cl.75"
14197,000000000238902,"Prosecco Nikko Niccolai D.O.C.G.  Cl.75 Xxxx"
14198,000000000249903,"Prosecco Riserva Del Governatore Extra Brut Cl.75 Bortolomiol"
14199,000000000239411,"Prosecco Ruggeri Giall'Oro 11° D.O.C.G. Cl.75"
14200,000000000241596,"Prosecco Senior Extra Dry D.O.C.G. Cl.75 Bortolomiol"
14201,000000000238238,"Prosecco Severon 11°   Cl.75 D.O.C.G."
14202,000000000237191,"Prosecco Severon Cl.75 11°"
14203,000000000243838,"Prosecco Superiore Asolo  11° Cl.75 D.O.C.G. Astoria"
14204,000000000247796,"Prosecco Superiore D.O.C.G. Brut Cl.150  11.5° Jeio Bisol"
14205,000000000243820,"Prosecco Superiore Di Cartizze 11.5°  Cl.75 D.O.C.G. Col Vetoraz"
14206,000000000249335,"Prosecco Tre Ville Doc   11° Cl.150"
14208,000000000033420,"Vino Rosso Akronte Igt 14.5° Cl.75 R.00 Boccadigabbia"
14209,000000000033473,"Vino Amarone Speri 2016 Cl.75"
14210,000000000033516,"Vino Amarone Valpolicella 2015 Docg Cl.75 16° Castellani"
14211,000000000233641,"Vino Lumen 2013 Doc Controguerra Cl.75 R.00 Illuminati"
14212,000000000234197,"Vino Montepulciano D'Abruzzo Doc Villa Gemma 14.5°  Cl.75 Masciarelli"
14213,000000000234581,"Vino Montepulciano D'Abruzzo 2018 Doc Cl. 75 13,5° Masciarelli"
14214,000000000234595,"Vino Vernaccia Di S.Gimignano 2015 Docg Cl.75 12.5° Teruzzi E Puthod"
14215,000000000234600,"Vino Rosso Piceno Sup. Doc 2015 Leo Guelfus Cl. 75 14° Sangiovanni"
14217,000000000238387,"Vino Rosso Piceno Cl.75 Grotte Sul Mare Carminucci"
14218,000000000235222,"Vino Rosso Piceno Doc Cl.75 Superiore Saladini"
14219,000000000236179,"Vino Rosso Toscana Igt 2006 Cl.75 13.5° Sassoscritto Sei Terre"
14220,000000000236431,"Vino Morellino Di Scansano 2012 Cl.75 13°  Sassato"
14221,000000000236472,"Vino Rosso Riserva Doc 2007 Cl.75 13.5° Cinque Colli Controguerra"
14222,000000000236565,"Vino Montepulciano D'Abr. Fontecupa 2015 Cl.75 14° Montori"
14224,000000000236739,"Vino Primitivo Manduria Doc 2017 Cl.75 14,5° Macchia Lizzano"
14225,000000000237887,"Vino Rosso Di Montalcino Doc Cl.37,5  14.5°  Palazzo"
14226,000000000237888,"Vino Brunello  Montalcino Doc Cl.37,5 14.5° Palazzo"
14227,000000000237889,"Vino Rosso Di Montalcino Doc  2012 Cl.75 14.5°  Palazzo"
14228,000000000237891,"Vino Brunello Montalcino Doc 2009 Cl.75 Palazzo"
14229,000000000237892,"Vino Rosso Di Montalcino Doc Cl.75 14° Fornacella"
14230,000000000237894,"Vino Montefalco Rosso 2017 Cl.75 14° Napolini"
14231,000000000237895,"Vino Sagrantino Di Montefalco 2014 Cl.75 14° Napolini"
14232,000000000238027,"Vino Sassicaia 2017 Cl.75 San Guido"
14233,000000000238088,"Vino Montepulciano D'Abruzzo Marina Cvetic 2017 Cl.75 Masciarelli"
14234,000000000238510,"Vino Pinot Nero Cl.75 Casata Monfort"
14235,000000000238534,"Vino Montepulciano D'Abruzzo 2018 Doc Cl.75 14° Emidio Pepe"
14236,000000000238839,"Vino Rosso Di Montepulciano Cl.75 Icario 2010"
14238,000000000239026,"Vino Baie Di Palmas 2009 Cl.75 Carignano"
14239,000000000239058,"Vino Pic.Superiore Doc Gotico 2016 Rosso 14° Cl.75 Ciu Ciu"
14240,000000000239076,"Vino Brunello Montalcino Cl.75 Tenuta Il Greppo 2013 13,5° -Biondi Santi-"
14241,000000000239245,"Vino Pian Delle Vigne 2015 Cl.75  Brunello Di Montalcino Antinori"
14243,000000000239248,"Vino Solaia 2017 Rosso Toscana Cl.75 Igt Antinori"
14244,000000000239447,"Vino Rosso Piceno Dop Bacchus 2019 Cl.75 13.5° Ciu Ciu"
14245,000000000239462,"Vino Rosso Piceno Superiore Nummaria Cl.75 Lacanosa"
14246,000000000239464,"Vino Montepulciano Rosso Marche Muse' Cl.75 14° Lacanosa"
14248,000000000239554,"Vino Montepulciano D'Abruzzo Testa Rossa Cl.75 15° Pasetti"
14249,000000000239555,"Vino Montepulciano D'Abruzzo Pasetti 2018 Doc Cl.75 13.5°"
14250,000000000239600,"Vino Lacrima Di Morro D'Alba 2019 Cl.75 13.5° Vicari"
14251,000000000239833,"Vino Marche Rosso San Martino Cl.75 Ciu Ciu"
14252,000000000239945,"Vino Rosso Piceno Superiore 2018 Cl.75 14° Cherri"
14253,000000000239974,"Vino Rosso Piceno Collemura Dop 2019 Cl.75 12.5°  Capecci"
14254,000000000239975,"Vino Sangiovese Fedus Igp 2019 Cl.75 14° Capecci"
14255,000000000240030,"Vino Marche Rosso Pelago 2008 Igt Cl.75  14° Umani Ronchi"
14258,000000000240214,"Vino Montepulciano D'Abruzzo Doc Dama 2017 Cl.75 13.5° Marramiero"
14259,000000000240215,"Vino Montepulciano D'Abr. Doc Incanto 2017 Cl.75 14° Marramiero"
14260,000000000240687,"Vino Sassicaia Cl.150 San Guido"
14261,000000000240693,"Vino Barolo Chinato Cl.50 Sibona"
14262,000000000240731,"Vino Montevetrano Igp 2010 Colli Di Salerno Cl.75 13,5°"
14263,000000000241010,"Vino Brachetto D'Acqui Niades Cl.75 Cascina Garitina"
14264,000000000241120,"Vino Aglianico Core 2012 Cl.75 13,5° Montevetrano"
14265,000000000241271,"Vino Rosso Piceno Gyo 2018 Dop Cl.75 13° Sangiovanni"
14266,000000000241290,"Vino Grignolino D'Asti Doc Cl.75 Enrico Serafino"
14267,000000000241330,"Vino Chianti Superiore 2017 Docg Cl.75 13.5°  Banfi"
14268,000000000241332,"Vino Chianti Classico 2017 Fonte Alla Selva Docg Cl.75 13.5°  Banfi"
14269,000000000241333,"Vino Belnero 2014 Igt Cl.75 13.5° Banfi"
14270,000000000241334,"Vino Brunello Di Montalcino 2012 Docg Poggio Alle Mura Cl.75 Banfi"
14271,000000000241381,"Vino Rosso Piceno Atavico 2013 Doc S/Solfiti Cl.75 13° Moncaro"
14272,000000000241382,"Vino Montepulciano Mallorio 2018 Doc Cl.75   13.5°   Orsogna"
14273,000000000241383,"Vino Montepulciano Coste Di Moro 2016 Doc Cl.75  14°  Orsogna"
14274,000000000241431,"Lambrusco Rosso Amabile Terre Verdiane Ceci Cl 75"
14275,000000000241432,"Lambrusco Rosso Terre Verdiane Ceci Cl 75"
14276,000000000241527,"Vino Rosso Assaje' Igt 2016 Cl.75 15° Capichera"
14277,000000000241536,"Vino Sassoalloro Igt 2010 Cl.75 14°  Biondi Santi"
14278,000000000241682,"Vino Rosso Piceno Sup. Picus 2018 Cl.75 13.5° Capecci"
14280,000000000241814,"Vino Tancredi Igp 2010 Cl.75 13.5° Donna Fugata"
14281,000000000241917,"Vino Don Luigi Doc Riserva R.2011 Cl.75 14° Di Majo"
14284,000000000241925,"Vino Sassicaia 2013 Cl.75 San Guido"
14285,000000000241968,"Blauburgunder Pinot Nero 2012 Cl.75 Rottensteiner"
14286,000000000241969,"Vino Rosso Doc Bolgheri 2011 14,5° Cl.75 Ornellaia"
14287,000000000241974,"Vino Rosso Docg Barolo Garretti 2010 Cl.75  14.5° La Spinetta"
14289,000000000241980,"Vino Nebbiolo Doc Langhe Sperss 2010 Cl.75 14°  Gaja"
14290,000000000241983,"Vino Barbaresco Docg 2011 Cl.75 14.5° Gaja"
14291,000000000242044,"Vino Nero Di Vite 2011 Rosso Piceno Doc Cl.75 14.5° Le Caniette"
14292,000000000242045,"Le Caniette Morellone 2015 Piceno Doc 13,5° Cl.75"
14293,000000000242046,"Le Caniette Rosso Bello Doc 2018 Rosso Piceno Cl.75 13,5°"
14294,000000000242068,"Oca Ciuca Rosso Toscana '11 Lt.1,5"
14295,000000000242080,"Brunello Di Montalcino Castelgiocondo Cl.75 13°  Frescobaldi"
14296,000000000242081,"Brunello Di Montalcino Castelgiocondo Cl.75 14.5° Con Astuccio Frescobaldi"
14297,000000000242083,"Cassetta Verticale Brunello Di Montalcino 06/07/08 Cl.75 X3 Castelgiocondo Frescobaldi"
14298,000000000242106,"Vino Radici Taurasi Docg 2008 Cl.75 12,5° Mastroberardino"
14299,000000000242145,"Vino Marche Igt San Carro Rosso Cl.75 15° Ciu Ciu"
14300,000000000242493,"Vino Rosso Ludi Cl.75 14.5° Velenosi"
14301,000000000242497,"Vino Rosso Piceno Superiore Brecciarolo 2017 Doc Cl.75 13.5° Velenosi"
14302,000000000242857,"Vino Nebbiolo D'Alba 2017 Cl.75 13°  Ceretto"
14303,000000000242858,"Vino Dolcetto D'Alba Cl.75 13°  Ceretto"
14304,000000000242859,"Vino Barolo 2016 Docg Cl.75 14.5° Ceretto"
14305,000000000242881,"Vino Rosso Piceno Superiore Doc Roccaviva Cl.75  13° Moncaro"
14306,000000000242885,"Vino Brunello Montalcino Mastrojanni 2013 Cl.75"
14307,000000000243021,"Rosso Di Montalcino Campo Ai Sassi 2016 Doc Cl.75 15.5° Frescobaldi"
14308,000000000243030,"Vino Marche Rosso Quinta Regio 2017 Capecci"
14309,000000000243060,"Vino Montepulciano Cocciapazza Doc 2012 14,5° Cl.75 Torre Dei Beati"
14310,000000000243061,"Vino Montepulciano 14,5° Mazzamurello 2013 Cl.75 Torre Dei Beati"
14311,000000000243179,"Vino Rosso Villa Gemma Riserva Cl.75 Masciarelli"
14312,000000000243180,"Vino Rosso Piceno Sup. Roggio Del Filare 2016 Cl.75 Velenosi"
14313,000000000243186,"Vino Rosso Piceno Superiore Doc Laudi 2012 Cl.75 14° Cherri"
14314,000000000250819,"Cofanetto Tete De Cuvee Grande Reserve Bonollo Cl.70 42°"
14316,000000000249040,"Francoli Astuccio Legno La Valdotaine Grappa Blanc De Morgex + Torrette Cl.50 + Bicchieri"
14318,000000000247571,"Francoli Grappa 1983 Smoky 48° Cl.50 La Valdotaine"
14319,000000000247570,"Francoli Grappa Oro Di Barolo 42,5° Cl.70 Con Astuccio"
14320,000000000244502,"Francoli Maria Maddalena Grappa Nebbiolo,Chardonnay,Moscato, Amaro Francoli + 6 Bicchieri"
14322,000000000236331,"Grappa 903 Barrique Maschio  Cl.70"
14323,000000000238777,"Grappa 903 Bianca Tipica Maschio  Cl.70"
14324,9245,"Grappa Alexander Pinot Cl.70"
14326,000000000249201,"Grappa Amarone Cl.50 Bonollo 42° Anni D'Oro Capricci D'Arte (Vespino)"
14327,000000000250783,"Grappa Amarone Of Barrique  Oroscopo Leone Bonollo 42° Cl.35"
14329,000000000250793,"Grappa Amarone Of Barrique Elefante Capricci D'Arte Bonollo 40° Cl.50"
14330,000000000250792,"Grappa Amarone Of Barrique Il Tulipano Capricci D'Arte Bonollo 40° Cl.5"
14331,000000000250791,"Grappa Amarone Of Barrique La Rosa Capricci D'Arte Bonollo 40° Cl.5"
14332,000000000250789,"Grappa Amarone Of Barrique Oroscopo Acquario Bonollo 42° Cl.20"
14333,000000000250779,"Grappa Amarone Of Barrique Oroscopo Ariete Bonollo 42° Cl.35"
14334,000000000250785,"Grappa Amarone Of Barrique Oroscopo Bilancia Bonollo 42° Cl.20"
14335,000000000250782,"Grappa Amarone Of Barrique Oroscopo Cancro Bonollo 42° Cl.35"
14336,000000000250788,"Grappa Amarone Of Barrique Oroscopo Capricorno Bonollo 42° Cl.35"
14337,000000000250781,"Grappa Amarone Of Barrique Oroscopo Gemelli Bonollo 42° Cl.35"
14338,000000000250790,"Grappa Amarone Of Barrique Oroscopo Pesci Bonollo 42° Cl.35"
14339,000000000250787,"Grappa Amarone Of Barrique Oroscopo Sagittario Bonollo 42° Cl.20"
14340,000000000250786,"Grappa Amarone Of Barrique Oroscopo Scorpione Bonollo 42° Cl.20"
14341,000000000250780,"Grappa Amarone Of Barrique Oroscopo Toro Bonollo 42° Cl.35"
14342,000000000250784,"Grappa Amarone Of Barrique Oroscopo Vergine Bonollo 2° Cl.20"
14343,000000000250798,"Grappa Amarone Taste Of Barrique Bonollo 42° Cl.5"
14346,000000000243374,"Grappa Barrique Del Limousin 42,5° Cl.70 Francoli"
14347,000000000245394,"Grappa Barrique Del Limousin 42,5° Lt.2 Francoli"
14348,000000000251122,"Grappa Berta Amarone Riserva Rondena Cl.70 Con Astuccio"
14349,000000000246311,"Grappa Berta Bric Del Gaian Cl.70 43° CCass."
14350,000000000251121,"Grappa Berta Cassetta 3 Bottiglie Roccanivo, Bric Del Gaian, Tre Soli Tre"
14351,000000000246310,"Grappa Berta Elisi Cl.100 43°"
14352,000000000246309,"Grappa Berta Elisi Cl.300 43° CCassetta"
14353,000000000249090,"Grappa Berta Monteu Roero Monteacuto Cl.70 42° CAstuccio"
14354,000000000247606,"Grappa Berta Riserva Anniversario 70 Y Cl.150 Con Astuccio"
14355,000000000246306,"Grappa Berta Roccanivo Cl.70 43° CAstuccio"
14356,000000000247605,"Grappa Berta Roccanivo Cl.70 43° SAstuccio"
14357,000000000246304,"Grappa Berta Sel.Fondatore Paolo Berta Cl.70 43° CAstuccio"
14359,000000000246303,"Grappa Berta Tre Soli 43° Cl.70 CAstuccio"
14361,000000000241953,"Grappa Bianca Erbaluce Cl.70 Francoli Sorsi Di Luce"
14362,000000000240796,"Grappa Crystal Swarovski Decanter Cl.70 Con Caseetta Bepi Tosolini"
14363,000000000250794,"Grappa Dadi Capricci D'Autore Grappa Invecchiata + Amarone Barrique 40° Cl.20 Bonollo"
14364,000000000246320,"Grappa Decanter D'Autore Francoli 700 Ml 42,5° Con Cass."
14365,000000000250686,"Grappa Di Barbaresco 43° Cl.70 Decant'Art I Girasoli Di Van Gogh Mazzetti"
14366,000000000250680,"Grappa Di Barolo 1789 Bourbon Cask Finish 43° Cl.50 Con Astuccio Mazzetti"
14367,000000000250684,"Grappa Di Barolo 43° Cl.70 Decant'Art Il Bacio Di Klimt Mazzetti"
14368,000000000250689,"Grappa Di Barolo Decantatore Invecchiata 43° Cl.70 Mazzetti"
14369,000000000250691,"Grappa Di Barolo Decanter Riserva 2008 43° Cl.70 Mazzetti"
14370,000000000250688,"Grappa Di Barolo Invecchiata 43° Cl.70 Decant'Art Il Sogno I Picasso Mazzetti"
14371,000000000250685,"Grappa Di Barolo Invecchiata 43° Cl.70 Decant'Art Modigliani Mazzetti"
14372,000000000250692,"Grappa Di Barolo Riserva 5 Anni 43° Cl.50 Riserva Al Cubo Mazzetti"
14374,000000000250679,"Grappa Di Moscato 1786 Vermouth Cask Finish 43° Cl.50 Con Astuccio Mazzetti"
14375,000000000250690,"Grappa Di Moscato Decantatore Invecchiata 43° Cl.70 Mazzetti"
14376,000000000250687,"Grappa Di Moscato Invecchiata 43° Cl.70 Decant'Art Uomo Vitruviano Di Leonardo Mazzetti"
14377,000000000240743,"Grappa Di Nebbiolo Da Barolo Tra I Laghi Cl.70 41.5°  D'Angera"
14383,000000000251133,"Grappa Invecchiata Cru La Calla Capricci D'Arte Bonollo 40° Cl.5"
14384,000000000250820,"Grappa La Calla Capricci D'Arte Invecchiata Cl.5 40°"
14386,000000000249204,"Grappa Ligneum Of Miele Di Tiglio Bonollo Cl.70 40° Box Christmas"
14389,000000000243601,"Grappa Moscato 41,5° Cl.70 Francoli"
14390,000000000245392,"Grappa Moscato Ambrata 41,5° Cl.70 Francoli"
14391,000000000243813,"Grappa Moscato E Brachetto Barrique 41.5° Cl.70 Francoli Sorsi Di Luce"
14392,000000000241520,"Grappa Moscato The Queen Cl.70"
14393,000000000238813,"Grappa Most Cl.70 Bepi Tosolini"
14394,000000000240799,"Grappa Most Selezione Barrique Cl.50 Con Astuccio Bepi Tosolini"
14395,000000000238811,"Grappa Most Swarovski Cl.70 Bepi Tosolini"
14397,000000000243600,"Grappa Nebbiolo 41,5° Cl.70 Francoli"
14398,000000000245478,"Grappa Nebbiolo Da Barolo Barrique Cl.70 Francoli Con Astuccio Sorsi Di Luce"
14399,000000000241952,"Grappa Nebbiolo Da Barolo Barrique Cl.70 Francoli Sorsi Di Luce"
14401,000000000250821,"Grappa Of Amarone Riserva Barrique Diamante Capricci D'Arte Cl.70 42°"
14403,000000000248134,"Grappa Passione Bianca Cl.70 40° Lucano"
14405,000000000244598,"Grappa Poli Pauillac 46° Cl.70 Cassetta Legno"
14406,000000000033461,"Grappa Poli Sarpa Cl.70"
14407,000000000239563,"Grappa Poli Sarpa Oro Barrique Cl.70"
14408,000000000033474,"Grappa Poli Uva Viva Cl.70"
14410,4426,"Grappa Prime Uve Nera Cl.70"
14411,000000000238059,"Grappa Prosecco/Cartizze Cl.70 Brotto"
14415,000000000250681,"Grappa Riserva 18.46 Invecchiata Oltre 18 Mesi 43° Cl.70 Cass. Legno Mazzetti"
14416,000000000243375,"Grappa Riserva 3 Barrique 41,5° Cl.70 Francoli"
14417,000000000245393,"Grappa Riserva 5 Barrique 41,5° Cl.70 Francoli"
14418,000000000250682,"Grappa Riserva Alba Invecchiata Oltre 18 Mesi 43° Cl.70 Mazzetti"
14419,000000000246318,"Grappa Riserva Del Piemonte 3 Ed.700 Ml 41,5° Francoli CCass.Origine Diagonale"
14420,000000000250778,"Grappa Supremebrandy Riserva 1989 Bonollo 42° Cl.70  + 6 Calici"
14424,000000000250810,"Marzadro Amaro Cl.20 30° Con Astuccio"
14425,000000000250806,"Marzadro Cofanetto Portasigari + Grappa Invecchiata Cl.50 + Bicchieri"
14426,000000000250808,"Marzadro Confezione Amaro Cl.50 + Liquore Corretto Caffe' In Grappa Cl.50"
14428,000000000241053,"Marzadro Espos. Grappe Gewurz-Chardonnay-Amarone Cl.20 X3 Giare Con Cassetta"
14429,000000000241314,"Marzadro Espressioni Solera Cl.70 Con Astuccio"
14430,000000000236963,"Marzadro Grappa 18 Lune Cl.70"
14433,000000000239065,"Marzadro Grappa Amarone Cl.70 + 2 Bicch.Cass.Legno Giare"
14434,000000000243116,"Marzadro Grappa Anfora 43° Cl.70"
14436,000000000238800,"Marzadro Grappa Di Amarone Cl.70 Giare"
14437,000000000240396,"Marzadro Grappa Di Chardonnay Cl.150 Giare"
14438,000000000240395,"Marzadro Grappa Di Gewurztraminer Cl.150 Giare"
14439,000000000239064,"Marzadro Grappa Gewurztraminer Cl.70 + 2 Bicch.Cass.Legno Giare"
14442,000000000238801,"Marzadro Grappa La Trentina Morbida Barrique Cl.70"
14444,000000000239048,"Marzadro Grappa La Trentina Tradizionale Bianca Cl.70"
14445,000000000242806,"Marzadro Grappa Ruta Cl.50"
14448,000000000248997,"Mazzetti Grappa Di Barbera Cl.70 + 2 Bicchieri Cezanne"
14449,000000000248996,"Mazzetti Grappa Di Moscato Cl.70 + 2 Bicchieri Miro'"
14450,000000000248995,"Mazzetti Grappa Di Nebbiolo Da Barolo Cl.70 Picasso"
14451,000000000246420,"San Leonardo Grappa Stravecchia 45° 2 Lt."
14454,000000000241302,"Sibona Cofanetto Selezione 3 Grappe Riserva (Porto,Sherry,Madeira) Cl.50"
14455,000000000251042,"Sibona Cofanetto Selezione 3 Grappe Riserva (Porto,Whiskey,Madeira) Cl.20"
14456,000000000248942,"Sibona Distillato Di Birra 2.1 38° Cl.50"
14457,000000000240688,"Sibona Grappa Affinata In Botti Da Madeira Cl.50"
14458,000000000240691,"Sibona Grappa Affinata In Botti Da Porto Cl.50"
14459,000000000247392,"Sibona Grappa Affinata In Botti Da Rum Cl.50"
14460,000000000240690,"Sibona Grappa Affinata In Botti Da Sherry Cl.50"
14461,000000000240689,"Sibona Grappa Affinata In Botti Da Whiskey Cl.50"
14462,000000000246263,"Sibona Grappa Armonia Di Langa Dist.Uva Cl.70 Botti Di Rovere Con Astuccio"
14463,000000000244219,"Sibona Grappa Barolo 5Y 42° Cl.50"
14464,000000000251041,"Sibona Grappa Di Barbaresco 44° Cl.70 2007 Cassetta Legno"
14465,000000000246265,"Sibona Grappa Di Barbera 2006 Botti Di Rovere Cl.70 Con Astuccio 44° 2006"
14466,000000000251283,"Sibona Grappa Di Barbera 2010 44° Cl.70 Con Astuccio"
14467,000000000239820,"Sibona Grappa Di Barolo 44° Cl.70 15Y 2002 Cassetta Legno"
14468,000000000251284,"Sibona Grappa Di Barolo Invecchiata In Botti Di Rovere Cl.70 2007 Cassetta Legno"
14469,000000000239822,"Sibona Grappa Di Moscato 44° Cl.70 Cassetta Legno"
14470,000000000249115,"Sibona Grappa Di Moscato Cl.50 + 4 Calici Con Confezione"
14471,000000000239823,"Sibona Grappa Di Nebbiolo 44° Cl.70 Con Astuccio"
14472,000000000246262,"Sibona Grappa Invecchiata Botti Da Porto Limited Edition Single Barrel Cl.70 Con Astuccio"
14473,000000000251040,"Sibona Grappa Riserva Botti Da Sauternes Cl.70 44°"
14474,000000000247393,"Sibona Grappa Riserva La Speziata Cl.50"
14475,000000000240692,"Sibona Grappa Xo Cl.50"
14476,000000000247911,"Sibona La Grappa Di Moscato Graduata Cl.50"
14508,000000000251114,"Vino Montepulciano D'Abruzzo Zanna 2015 Cl.150 Illuminati"
14509,000000000251124,"Bricco Dell'Uccellone Lt.1,5 Con Astuccio"
14513,000000000251165,"Vino Lumen 1999 Doc Controguerra Cl.75 R.00 Illuminati"
14515,000000000251172,"Vino Nero Di Vite 2012 Rosso Piceno Doc Cl.75 14.5° Le Caniette"
14516,000000000251173,"Vino Amarone Speri 2015 Cl.75"
14517,000000000251174,"Vino Badia A Passignano 2017 Chianti Classico Docg Cl.75 Antinori"
14519,000000000251267,"Vino Romangia Rosso Tuderi 2015 16° Cl.75 Tenute Dettori"
14520,000000000251268,"Vino Teroldego 2019 12,5 ° Cl.75 Foradori"
14521,000000000251270,"Vino Rosso Renosu 13° Cl.75 Tenute Dettori"
14522,000000000251274,"Le Caniette Morellone 2016 Piceno Doc 13,5° Cl.75"
14523,000000000251277,"Vino Merlot 2019 Cl.75 Casale Del Giglio"
14524,000000000251279,"Vino Petit Verdot 2018 Cl.75 Casale Del Giglio"
14525,000000000251289,"Vino Nebbiolo Ginestrino 2019 Cl.75 14° Conterno Fantino"
14526,000000000251290,"Vino Barolo Ginestra Vigna Del Gris 2016 Cl.75 14,5° Conterno Fantino"
14527,000000000251306,"Vino Sangiovese Lorano 2016 Cl.75 14° Maria Pia Castelli"
14528,000000000251307,"Vino Marche Rosso Erasmo Castelli 2015 Cl.75 14,5° Maria Pia Castelli"
14529,000000000251309,"Vino Amarone Della Valpolicella Classico 2011 Cl.75 15,5° Allegrini Con Astuccio"
14530,000000000251356,"Vino Montefalco Rosso Ziggurat Doc Biologico 2018 14° Cl.75 Tenute Lunelli"
14531,000000000251357,"Vino Sangiovese Toscana Igt Solenida 2015 14,5° Cl.75 Tenute Lunelli"
14532,000000000251361,"Vino Raetia Pinot Nero Alto Adige Doc 2019 13,5° Cl.75"
14533,000000000251364,"Vino Valpolicella Classico 2019 I Castei Cl.75 12,5° Castellani"
14534,000000000251407,"Vino Marche Merlot Mossone 2017 14,5° Cl.75 Santa Barbara"
14535,000000000251426,"Vino Marche Rosso Igt La Regina Del Bosco Cl.75 2016 Dezi"
14536,000000000251429,"Vino Amarone Valpolicella 2015 Docg Campo Casalin Cl.75 16° Castellani"
14537,000000000251430,"Vino Nebbiolo D'Alba Vigna Valmaggiore 2019 Cl.75 14° Bruno Giacosa"
14542,000000000251452,"Vino Irpinia Aglianico Zi Filiciella 2018 12,5° Cl.75 Ciro Picariello"
14544,000000000251457,"Vino Barbaresco Docg 2017 Cl.75 Rabaja' Bruno Giacosa"
14545,000000000251462,"Vino Montepulciano 2019 Cl.75 Bossanova"
14546,000000000251468,"Vino Montepulciano Docg 2018 Cl.75 Il Bossa Bossanova"
14547,000000000251469,"Vino Montepulciano Doc 2018 Cl.75 Bossanova"
14548,000000000251473,"Vino Marche Rosso Igt Solo Cl.75 2015 14° Dezi"
14549,000000000251474,"Vino Marche Rosso Igt Dezio Cl.75 2015 14,5° Dezi"
14551,000000000243705,"Vino Belnero Igt Cl.150 13.5° Banfi"
14552,000000000243761,"Vino Lagrein Doc Cl.75 Abbazia Di Novacella"
14553,000000000243782,"Vino Guidalberto Igt 2014 Cl.75 12.5°  San Guido"
14554,000000000243783,"Vino Le Difese 2014 Cl.75  12.5° San Guido"
14556,000000000244076,"Vino Montepulciano Aida 2016 Cl.75 13° Marchesi De' Cordano"
14558,000000000244452,"Vino Brachetto Cl.75 Bersano"
14559,000000000244461,"Vino Brunello Di Montalcino 2014 Poggio Alle Mura  Lt.1,5 Cassetta Legno Banfi"
14560,000000000244464,"Vino Aska Bolgheri Rosso 2013 Cl.75 Banfi"
14561,000000000244466,"Vino Stilnovo Igt 2015 Governo Cl.75 13.5° Banfi"
14562,000000000244484,"Vino La Grola 2014 Cl.150 Special Edition 13,5° Allegrini Con Astuccio"
14563,000000000244589,"Vino Chianti Nipozzano Vecchie Viti 2015 13,5° Cl.75 Frescobaldi"
14564,000000000244590,"Vino Chianti Nipozzano Riserva 2013 Cl.75 13°  Frescobaldi"
14565,000000000244620,"Vino Sassicaia 2014 Cl.75 San Guido"
14566,000000000244723,"Vino Lagrein 2018 Cl.75 La Vis"
14567,000000000244901,"Vino Barolo Corino 2010 Lt.1,5 15,5° La Morra Con Cassetta"
14568,000000000244903,"Vino Amarone Della Valpolicella 2013 15,5° Cl.75 Musella"
14569,000000000244975,"Vino Lagrein 2017 Raut Doc Cl.75 Peter Zemmer"
14570,000000000245469,"Vino Bourgogne Cl.75 13° Maison Louis Latour"
14571,000000000245473,"Vino Old Tawny Port Cl.75 Dow'S"
14572,000000000245624,"Vino Montepulciano D'Abruzzo Doc 14° 2016 Cl.75 Pietramore"
14573,000000000245854,"Vino Rosso Di Ruscio Lt.3 Pet"
14574,000000000246076,"Vino Nero D'Avola Molino A Vento Cl.75 13,5° Tenute Orestiadi"
14575,000000000246077,"Vino Sirah Molino A Vento Cl.75 13,5° Tenute Orestiadi"
14576,000000000246081,"Vino Marche Rosso Cl.75 Fruscio 2017"
14577,000000000246084,"Vino Chianti Classico 2014 13,5° Cl.75 Castello Di Radda  Vintrading"
14578,000000000246089,"Vino Barbera D'Alba 13,5° Cl.75 Fortemasso  Vintrading"
14579,000000000246090,"Vino Barolo 13,5° Cl.75 Fortemasso  Vintrading"
14580,000000000246093,"Vino Cannonau Doc 2018 Di Sardegna 14,5°  Cl.75 Nuraghe Crabioni"
14581,000000000246094,"Vino Chianti Colli Senesi 13° Cl.75 San Giorgio A Lapi"
14582,000000000246095,"Vino Chianti Classico 13° Cl.75 San Giorgio A Lapi"
14583,000000000246096,"Vino Morellino Di Scansano 2018 Marteto 14° Cl.75 Bruni"
14584,000000000246100,"Vino Valpolicella Ripasso 2017 Sup. Classico Doc Cl.75 14° Monte Del Fra'"
14586,000000000246106,"Vino Merlot Cl.75 15° Valentino Butussi"
